File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
23-002164,07/26/2023,2023,7,1400 Block,"South ""Cottage Grove"" Avenue",07/26/2023,Municipal Waste,Voluntarily Complied,08/03/2023,Phone,false,0,"1400 South Cottage Grove Avenue
Urbana, IL
(40.10072, -88.19556)"
19-001345,07/03/2019,2019,7,1200 Block,West Eads Street,07/03/2019,Municipal Waste,Voluntarily Complied,07/11/2019,Phone,false,0,"1200 West Eads Street
Urbana, IL
(40.12313, -88.22435)"
305057,05/13/2003,2003,5,200 BLOCK,E Thompson,,Weeds/Grass,Owner Abated,,Not Available,false,0,"200 E Thompson
Urbana, IL
(40.12577, -88.20635)"
1108006,08/03/2011,2011,8,800 BLOCK,W Main St,08/04/2011,Municipal Waste,Owner Abated,08/12/2011,Not Available,false,0,"800 W Main St
Urbana, IL
(40.11434, -88.21759)"
903010,03/03/2009,2009,3,900 BLOCK,W Main St,03/04/2009,Municipal Waste,Owner Abated,03/12/2009,Not Available,false,0,"900 W Main St
Urbana, IL
(40.11451, -88.21954)"
305082,05/16/2003,2003,5,1300 BLOCK,E Florida Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1300 E Florida Av
Urbana, IL
(40.09838, -88.19332)"
608069,08/23/2006,2006,8,300 BLOCK,S Coler Av,,Weeds/Grass,City Abated,,Not Available,false,0,"300 S Coler Av
Urbana, IL
(40.1105, -88.21599)"
21-002284,09/29/2021,2021,9,1100 Block,West Church Street,09/29/2021,Weeds/Grass,Voluntarily Complied,10/07/2021,Phone,false,0,"1100 West Church Street
Urbana, IL
(40.1183, -88.22178)"
1403006,03/14/2014,2014,3,700 BLOCK,E Michigan Av,,Municipal Waste,Invalid,,Not Available,false,0,"700 E Michigan Av
Urbana, IL
(40.10161, -88.19992)"
1209054,09/25/2012,2012,9,1300 BLOCK,W Dublin St,09/25/2012,Weeds/Grass,Owner Abated,10/03/2012,Not Available,false,0,"1300 W Dublin St
Urbana, IL
(40.12124, -88.22591)"
707051,07/23/2007,2007,7,1100 BLOCK,N Division Av,07/24/2007,Municipal Waste,Owner Abated,08/01/2007,Not Available,false,0,"1100 N Division Av
Urbana, IL
(40.12348, -88.20532)"
1705041,05/12/2017,2017,5,1100 BLOCK,S Austin Dr,05/12/2017,Weeds/Grass,Owner Abated,05/20/2017,Not Available,false,0,"1100 S Austin Dr
Urbana, IL
(40.10368, -88.18752)"
1711005,11/06/2017,2017,11,1400 BLOCK,Beslin St,11/06/2017,Municipal Waste,City Abated,11/06/2017,Not Available,false,0,"1400 Beslin St
Urbana, IL
(40.12028, -88.22731)"
405013,05/06/2004,2004,5,1000 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1000 S Cottage Grove
Urbana, IL
(40.10447, -88.19563)"
906031,06/10/2009,2009,6,600 BLOCK,W Vermont St,06/11/2009,Weeds/Grass,Owner Abated,06/19/2009,Not Available,false,0,"600 W Vermont St
Urbana, IL
(40.09986, -88.21454)"
19-001923,09/09/2019,2019,9,2300 Block,"East ""Country Squire"" Drive",09/09/2019,Weeds/Grass,City Abated,09/23/2019,Phone,false,138.5,"2300 East Country Squire Drive
Urbana, IL
(40.10293, -88.17844)"
20-000332,02/28/2020,2020,2,1100 Block,North Coler Avenue,02/28/2020,Municipal Waste,Voluntarily Complied,03/05/2020,Phone,false,0,"1100 North Coler Avenue
Urbana, IL
(40.12185, -88.21574)"
1707038,07/31/2017,2017,7,700 BLOCK,W Oregon St,07/31/2017,Municipal Waste,Owner Abated,08/08/2017,Not Available,false,0,"700 W Oregon St
Urbana, IL
(40.10746, -88.2162)"
22-001353,05/19/2022,2022,5,1100 Block,East Mitchem Drive,05/19/2022,Weeds/Grass,Voluntarily Complied,05/31/2022,Phone,false,0,"1100 East Mitchem Drive
Urbana, IL
(40.09237, -88.19541)"
1504001,04/02/2015,2015,4,1300 BLOCK,E Silver St,04/02/2015,Municipal Waste,Owner Abated,04/10/2015,Not Available,false,0,"1300 E Silver St
Urbana, IL
(40.09149, -88.19285)"
511004,11/02/2005,2005,11,500 BLOCK,W California Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"500 W California Av
Urbana, IL
(40.10835, -88.21332)"
1208062,08/27/2012,2012,8,500 BLOCK,S Coler Av,,Municipal Waste,Invalid,,Not Available,false,0,"500 S Coler Av
Urbana, IL
(40.109, -88.21599)"
907006,07/07/2009,2009,7,700 BLOCK,E Colorado Av,,Municipal Waste,Invalid,,Not Available,false,0,"700 E Colorado Av
Urbana, IL
(40.09471, -88.19844)"
1312019,12/18/2013,2013,12,1700 BLOCK,S Bohn Cr,12/18/2013,Municipal Waste,Owner Abated,12/26/2013,Not Available,false,0,"1700 S Bohn Cr
Urbana, IL
(40.09775, -88.17375)"
19-001855,08/29/2019,2019,8,900 Block,East Scovill Street,08/29/2019,Weeds/Grass,Voluntarily Complied,09/06/2019,Phone,false,0,"900 East Scovill Street
Urbana, IL
(40.08541, -88.19753)"
1506040,06/15/2015,2015,6,600 BLOCK,S Glover Av,06/15/2015,Weeds/Grass,Owner Abated,06/23/2015,Not Available,false,0,"600 S Glover Av
Urbana, IL
(40.10804, -88.19331)"
1607029,07/27/2016,2016,7,500 BLOCK,W California Av,07/27/2016,Municipal Waste,Owner Abated,08/04/2016,Not Available,false,0,"500 W California Av
Urbana, IL
(40.10835, -88.21332)"
23-001136,05/08/2023,2023,5,500 Block,East Elm Street,05/08/2023,Weeds/Grass,Voluntarily Complied,05/16/2023,Phone,false,0,"500 East Elm Street
Urbana, IL
(40.11175, -88.20241)"
18-000707,07/02/2018,2018,7,1600 Block,E Washington Street,07/02/2018,Weeds/Grass,Voluntarily Complied,07/10/2018,Email,false,0,"1600 E Washington Street
Urbana, IL
(40.10567, -88.18847)"
1209029,09/13/2012,2012,9,400 BLOCK,E California Av,09/13/2012,Municipal Waste,Owner Abated,09/21/2012,Not Available,false,0,"400 E California Av
Urbana, IL
(40.10852, -88.20348)"
1305069,05/13/2013,2013,5,500 BLOCK,E Oregon St,05/13/2013,Weeds/Grass,Owner Abated,05/21/2013,Not Available,false,0,"500 E Oregon St
Urbana, IL
(40.10767, -88.20231)"
22-001568,05/31/2022,2022,5,1300 Block,East Florida Avenue,05/31/2022,Weeds/Grass,Voluntarily Complied,10/04/2022,Phone,false,0,"1300 East Florida Avenue
Urbana, IL
(40.09838, -88.19332)"
20-001499,08/04/2020,2020,8,1000 Block,South Grant Place,,,City Abated,08/04/2020,Internet,true,0,"1000 South Grant Place
Urbana, IL
(40.10414, -88.19455)"
709035,09/11/2007,2007,9,300 BLOCK,W California Av,09/12/2007,Weeds/Grass,Owner Abated,09/20/2007,Not Available,false,0,"300 W California Av
Urbana, IL
(40.10837, -88.21049)"
1012003,12/02/2010,2010,12,700 BLOCK,E California Av,12/03/2010,Municipal Waste,Owner Abated,12/11/2010,Not Available,false,0,"700 E California Av
Urbana, IL
(40.10854, -88.20006)"
24-002851,09/10/2024,2024,9,1300 Block,West Beslin Street,09/10/2024,Weeds/Grass,Voluntarily Complied,09/18/2024,Phone,false,0,"1300 West Beslin Street
Urbana, IL
(40.12029, -88.2259)"
17-000366,11/27/2017,2017,11,800 Block,W Indiana Avenue,,Municipal Waste,Unfounded,11/27/2017,Email,false,0,"800 W Indiana Avenue
Urbana, IL
(40.10279, -88.21779)"
1704049,04/10/2017,2017,4,900 BLOCK,N Linview Av,04/10/2017,Weeds/Grass,City Abated,04/10/2017,Not Available,false,0,"900 N Linview Av
Urbana, IL
(40.12022, -88.21814)"
402033,02/26/2004,2004,2,100 BLOCK,E Crystal Lake Dr,,Municipal Waste,Owner Abated,,Not Available,false,0,"100 E Crystal Lake Dr
Urbana, IL
(40.11886, -88.20739)"
506044,06/13/2005,2005,6,600 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,false,0,"600 S Cottage Grove
Urbana, IL
(40.10841, -88.19568)"
807004,07/07/2008,2008,7,2000 BLOCK,E Michigan Av,07/08/2008,Municipal Waste,Owner Abated,07/16/2008,Not Available,false,0,"2000 E Michigan Av
Urbana, IL
(40.10177, -88.18202)"
21-001064,05/21/2021,2021,5,1000 Block,West Fairview Avenue,05/21/2021,Weeds/Grass,Voluntarily Complied,06/01/2021,Phone,false,0,"1000 West Fairview Avenue
Urbana, IL
(40.12005, -88.22126)"
20-001575,08/13/2020,2020,8,300 Block,West Elm Street,,Municipal Waste,Voluntarily Complied,11/17/2020,Internet,false,0,"300 West Elm Street
Urbana, IL
(40.11157, -88.21036)"
703039,03/26/2007,2007,3,500 BLOCK,W High St,03/28/2007,Municipal Waste,Owner Abated,04/04/2007,Not Available,false,0,"500 W High St
Urbana, IL
(40.10987, -88.21333)"
606050,06/20/2006,2006,6,500 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,false,0,"500 W Illinois St
Urbana, IL
(40.10917, -88.21332)"
23-001616,06/02/2023,2023,6,700 Block,South Sunny Lane,06/02/2023,Weeds/Grass,Voluntarily Complied,06/12/2023,Phone,false,0,"700 South Sunny Lane
Urbana, IL
(40.10674, -88.17261)"
605102,05/17/2006,2006,5,1000 BLOCK,N Cunningham Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1000 N Cunningham Av
Urbana, IL
(40.12228, -88.20181)"
606016,06/07/2006,2006,6,1100 BLOCK,S Austin Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1100 S Austin Dr
Urbana, IL
(40.10368, -88.18752)"
708086,08/27/2007,2007,8,700 BLOCK,N Lincoln Av,08/28/2007,Weeds/Grass,Owner Abated,09/05/2007,Not Available,false,0,"700 N Lincoln Av
Urbana, IL
(40.11843, -88.21941)"
608081,08/28/2006,2006,8,1500 BLOCK,N Carver Av,,Weeds/Grass,City Abated,,Not Available,false,0,"1500 N Carver Av
Urbana, IL
(40.12639, -88.22857)"
507047,07/26/2005,2005,7,300 BLOCK,W Elm St,,Weeds/Grass,City Abated,,Not Available,false,0,"300 W Elm St
Urbana, IL
(40.11157, -88.21036)"
1508008,08/03/2015,2015,8,1100 BLOCK,S Austin Dr,08/03/2015,Municipal Waste,Owner Abated,08/11/2015,Not Available,false,0,"1100 S Austin Dr
Urbana, IL
(40.10368, -88.18752)"
1707036,07/06/2017,2017,7,1400 BLOCK,S Wiley Dr,07/06/2017,Weeds/Grass,City Abated,07/06/2017,Not Available,false,0,"1400 S Wiley Dr
Urbana, IL
(40.10057, -88.19777)"
902032,02/17/2009,2009,2,2200 BLOCK,S Lynn St,,Municipal Waste,Invalid,,Not Available,false,0,"2200 S Lynn St
Urbana, IL
(40.08975, -88.19693)"
1205024,05/03/2012,2012,5,1900 BLOCK,A E Washington St,05/03/2012,Weeds/Grass,Owner Abated,05/11/2012,Not Available,false,0,"1900 A E Washington St
Urbana, IL
(40.10569, -88.18456)"
22-002076,06/23/2022,2022,6,1000 Block,South Lincoln Avenue,06/23/2022,Weeds/Grass,Voluntarily Complied,07/05/2022,Phone,false,0,"1000 South Lincoln Avenue
Urbana, IL
(40.1045, -88.21922)"
805022,05/12/2008,2008,5,700 BLOCK,W Illinois St,05/13/2008,Weeds/Grass,Owner Abated,05/21/2008,Not Available,false,0,"700 W Illinois St
Urbana, IL
(40.10914, -88.21629)"
612013,12/13/2006,2006,12,800 BLOCK,E Oregon St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"800 E Oregon St
Urbana, IL
(40.10772, -88.19889)"
312009,12/03/2003,2003,12,1400 BLOCK,E Michigan Av,,Municipal Waste,City Abated,,Not Available,false,0,"1400 E Michigan Av
Urbana, IL
(40.10166, -88.19104)"
805023,05/12/2008,2008,5,400 BLOCK,S Johnson St,05/13/2008,Weeds/Grass,Owner Abated,05/21/2008,Not Available,false,0,"400 S Johnson St
Urbana, IL
(40.10962, -88.19683)"
24-001700,06/06/2024,2024,6,2100 Block,"East ""Country Squire"" Drive",06/06/2024,Weeds/Grass,City Abated,08/15/2024,Phone,false,325,"2100 East Country Squire Drive
Urbana, IL
(40.10247, -88.18123)"
1206037,06/13/2012,2012,6,900 BLOCK,S Race St,06/14/2012,Weeds/Grass,Owner Abated,06/22/2012,Not Available,false,0,"900 S Race St
Urbana, IL
(40.10541, -88.20963)"
24-001145,05/01/2024,2024,5,600 Block,East Colorado Avenue,05/01/2024,Municipal Waste,Voluntarily Complied,05/09/2024,Phone,false,0,"600 East Colorado Avenue
Urbana, IL
(40.09471, -88.19908)"
1106053,06/20/2011,2011,6,800 BLOCK,W Fairview Av,06/21/2011,Weeds/Grass,Owner Abated,06/29/2011,Not Available,false,0,"800 W Fairview Av
Urbana, IL
(40.12008, -88.21769)"
1403022,03/31/2014,2014,3,700 BLOCK,W Fairview Av,03/31/2014,Municipal Waste,Owner Abated,04/08/2014,Not Available,false,0,"700 W Fairview Av
Urbana, IL
(40.12011, -88.21587)"
1108059,08/25/2011,2011,8,200 BLOCK,E Mumford Dr,08/25/2011,Weeds/Grass,City Abated,09/02/2011,Not Available,false,0,"200 E Mumford Dr
Urbana, IL
(40.09373, -88.20642)"
23-002713,09/13/2023,2023,9,1000 Block,East Florida Avenue,09/13/2023,Weeds/Grass,Voluntarily Complied,09/21/2023,Phone,false,0,"1000 East Florida Avenue
Urbana, IL
(40.09838, -88.19587)"
22-003160,10/03/2022,2022,10,200 Block,North Central Avenue,10/03/2022,Municipal Waste,Voluntarily Complied,10/11/2022,Phone,false,0,"200 North Central Avenue
Urbana, IL
(40.11371, -88.21146)"
24-001190,05/03/2024,2024,5,1100 Block,East Main Street,05/03/2024,Weeds/Grass,Voluntarily Complied,05/13/2024,Phone,false,0,"1100 East Main Street
Urbana, IL
(40.11297, -88.19548)"
709064,09/28/2007,2007,9,700 BLOCK,S Maple St,09/28/2007,Municipal Waste,Owner Abated,10/06/2007,Not Available,false,0,"700 S Maple St
Urbana, IL
(40.10753, -88.20249)"
409022,09/07/2004,2004,9,800 BLOCK,N Romine St,,Municipal Waste,City Abated,,Not Available,false,0,"800 N Romine St
Urbana, IL
(40.11946, -88.22715)"
811006,11/05/2008,2008,11,400 BLOCK,W Elm St,11/06/2008,Municipal Waste,Owner Abated,11/14/2008,Not Available,false,0,"400 W Elm St
Urbana, IL
(40.11155, -88.21201)"
21-000880,05/04/2021,2021,5,1200 Block,West Hill Street,05/04/2021,Municipal Waste,Voluntarily Complied,05/12/2021,Phone,false,0,"1200 West Hill Street
Urbana, IL
(40.11934, -88.22425)"
905037,05/11/2009,2009,5,600 BLOCK,W Nevada Av,05/12/2009,Weeds/Grass,Owner Abated,05/20/2009,Not Available,false,0,"600 W Nevada Av
Urbana, IL
(40.10653, -88.21554)"
610005,10/04/2006,2006,10,1600 BLOCK,Eagle Ridge Rd,,Weeds/Grass,City Abated,,Not Available,false,0,"1600 Eagle Ridge Rd
Urbana, IL
(40.09063, -88.18766)"
1409027,09/15/2014,2014,9,1200 BLOCK,S Lanore Dr,09/15/2014,Weeds/Grass,Owner Abated,09/23/2014,Not Available,false,0,"1200 S Lanore Dr
Urbana, IL
(40.10157, -88.18653)"
707007,07/09/2007,2007,7,700 BLOCK,E Harding,07/10/2007,Weeds/Grass,City Abated,07/18/2007,Not Available,false,0,"700 E Harding
Urbana, IL
(40.09386, -88.19848)"
712011,12/26/2007,2007,12,1300 BLOCK,W Bradley Av,12/26/2007,Municipal Waste,City Abated,01/03/2008,Not Available,false,0,"1300 W Bradley Av
Urbana, IL
(40.12739, -88.22481)"
303034,03/18/2003,2003,3,300 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,false,0,"300 W Illinois St
Urbana, IL
(40.10919, -88.21045)"
1204011,04/09/2012,2012,4,300 BLOCK,S Cottage Grove Av,04/10/2012,Weeds/Grass,City Abated,04/18/2012,Not Available,false,0,"300 S Cottage Grove Av
Urbana, IL
(40.11081, -88.19575)"
21-001462,07/01/2021,2021,7,1600 Block,South Wiley Drive,07/01/2021,Municipal Waste,Voluntarily Complied,07/09/2021,Phone,false,0,"1600 South Wiley Drive
Urbana, IL
(40.09905, -88.19788)"
308036,08/13/2003,2003,8,2300 BLOCK,E Rainbow View Dr,,Weeds/Grass,City Abated,,Not Available,false,0,"2300 E Rainbow View Dr
Urbana, IL
(40.10401, -88.17677)"
506014,06/06/2005,2005,6,1800 BLOCK,S Philo Rd,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1800 S Philo Rd
Urbana, IL
(40.09641, -88.19067)"
23-000663,03/23/2023,2023,3,1300 Block,North Broadway Avenue,03/23/2023,Municipal Waste,Voluntarily Complied,03/31/2023,Phone,false,0,"1300 North Broadway Avenue
Urbana, IL
(40.12493, -88.20768)"
24-002874,09/11/2024,2024,9,1800 Block,South Larch Place,09/11/2024,Municipal Waste,City Abated,11/18/2024,Phone,false,0,"1800 South Larch Place
Urbana, IL
(40.09665, -88.19709)"
805071,05/20/2008,2008,5,800 BLOCK,W Iowa St,05/21/2008,Weeds/Grass,Owner Abated,05/29/2008,Not Available,false,0,"800 W Iowa St
Urbana, IL
(40.10466, -88.21781)"
22-002146,06/29/2022,2022,6,700 Block,East Colorado Avenue,06/29/2022,Municipal Waste,Voluntarily Complied,09/27/2022,Phone,false,0,"700 East Colorado Avenue
Urbana, IL
(40.09471, -88.19844)"
24-001290,05/09/2024,2024,5,400 Block,South Webber Street,05/09/2024,Weeds/Grass,Voluntarily Complied,05/20/2024,Phone,false,0,"400 South Webber Street
Urbana, IL
(40.10991, -88.19911)"
24-002398,08/05/2024,2024,8,700 Block,East Oregon Street,08/05/2024,Weeds/Grass,City Abated,11/18/2024,Phone,false,280.5,"700 East Oregon Street
Urbana, IL
(40.10771, -88.20006)"
1707007,07/10/2017,2017,7,1300 BLOCK,E Pennsylvania Av,07/11/2017,Weeds/Grass,Owner Abated,07/19/2017,Not Available,false,0,"1300 E Pennsylvania Av
Urbana, IL
(40.09959, -88.1931)"
610020,10/23/2006,2006,10,1000 BLOCK,E Michigan Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"1000 E Michigan Av
Urbana, IL
(40.10163, -88.19586)"
1105047,05/11/2011,2011,5,2400 BLOCK,Whitson Cir,05/11/2011,Weeds/Grass,City Abated,05/19/2011,Not Available,false,0,"2400 Whitson Cir
Urbana, IL
(40.08616, -88.19216)"
21-000914,05/07/2021,2021,5,800 Block,North Goodwin Avenue,05/07/2021,Weeds/Grass,Voluntarily Complied,05/19/2021,Phone,false,0,"800 North Goodwin Avenue
Urbana, IL
(40.11933, -88.22407)"
18-000996,09/12/2018,2018,9,400 Block,West Green Street,09/12/2018,Municipal Waste,Voluntarily Complied,09/20/2018,Phone,false,0,"400 West Green Street
Urbana, IL
(40.11071, -88.21196)"
21-001047,05/20/2021,2021,5,600 Block,South Busey Avenue,05/20/2021,Weeds/Grass,Voluntarily Complied,05/28/2021,Phone,false,0,"600 South Busey Avenue
Urbana, IL
(40.10814, -88.21769)"
711019,11/27/2007,2007,11,2000 BLOCK,E Weaver St,11/28/2007,Weeds/Grass,Owner Abated,12/06/2007,Not Available,false,0,"2000 E Weaver St
Urbana, IL
(40.10381, -88.1827)"
1509047,09/23/2015,2015,9,1800 BLOCK,S Vine St,09/23/2015,Weeds/Grass,Owner Abated,10/01/2015,Not Available,false,0,"1800 S Vine St
Urbana, IL
(40.09636, -88.2049)"
409012,09/01/2004,2004,9,400 BLOCK,S Webber,,Weeds/Grass,Owner Abated,,Not Available,false,0,"400 S Webber
Urbana, IL
(40.10991, -88.19911)"
24-000655,03/17/2024,2024,3,2000 Block,South Race Street,,,Voluntarily Complied,03/29/2024,Internet,true,0,"2000 South Race Street
Urbana, IL
(40.094, -88.20956)"
502017,02/14/2005,2005,2,100 BLOCK,S Coler Ave,,Municipal Waste,Owner Abated,,Not Available,false,0,"100 S Coler Ave
Urbana, IL
(40.1121, -88.21608)"
22-002727,08/24/2022,2022,8,1100 Block,North Berkley Avenue,08/24/2022,Weeds/Grass,Voluntarily Complied,09/01/2022,Phone,false,0,"1100 North Berkley Avenue
Urbana, IL
(40.12241, -88.20645)"
808032,08/13/2008,2008,8,2100 BLOCK,Easy St,08/14/2008,Weeds/Grass,Owner Abated,08/22/2008,Not Available,false,0,"2100 Easy St
Urbana, IL
(40.10497, -88.18127)"
809010,09/10/2008,2008,9,900 BLOCK,N Gregory St,09/10/2008,Weeds/Grass,Owner Abated,09/18/2008,Not Available,false,0,"900 N Gregory St
Urbana, IL
(40.12019, -88.22108)"
1209049,09/20/2012,2012,9,1300 BLOCK,E Green St,09/20/2012,Weeds/Grass,Owner Abated,09/28/2012,Not Available,false,0,"1300 E Green St
Urbana, IL
(40.11096, -88.1932)"
1410017,10/21/2014,2014,10,800 BLOCK,W California Av,10/21/2014,Municipal Waste,Owner Abated,10/29/2014,Not Available,false,0,"800 W California Av
Urbana, IL
(40.10828, -88.21787)"
1305088,05/15/2013,2013,5,1400 BLOCK,S Wiley Dr,05/15/2013,Weeds/Grass,Owner Abated,05/23/2013,Not Available,false,0,"1400 S Wiley Dr
Urbana, IL
(40.10057, -88.19777)"
20-001069,06/17/2020,2020,6,600 Block,West California Avenue,06/17/2020,Weeds/Grass,Voluntarily Complied,06/25/2020,Phone,false,0,"600 West California Avenue
Urbana, IL
(40.10832, -88.21466)"
20-002374,12/01/2020,2020,12,500 Block,North Race Street,12/01/2020,Municipal Waste,City Abated,09/28/2021,Phone,false,0,"500 North Race Street
Urbana, IL
(40.11665, -88.20903)"
1506017,06/04/2015,2015,6,2400 BLOCK,S Grange Dr,06/04/2015,Weeds/Grass,Owner Abated,06/12/2015,Not Available,false,0,"2400 S Grange Dr
Urbana, IL
(40.08566, -88.20725)"
1205014,05/03/2012,2012,5,400 BLOCK,N Beringer Cr,05/03/2012,Weeds/Grass,City Abated,05/11/2012,Not Available,false,0,"400 N Beringer Cr
Urbana, IL
(40.1153, -88.16814)"
1507052,07/27/2015,2015,7,1400 BLOCK,E Laurel Dr,07/27/2015,Municipal Waste,Owner Abated,08/04/2015,Not Available,false,0,"1400 E Laurel Dr
Urbana, IL
(40.10081, -88.19101)"
23-001714,06/12/2023,2023,6,700 Block,South Walnut Street,06/12/2023,Weeds/Grass,Voluntarily Complied,06/20/2023,Phone,false,0,"700 South Walnut Street
Urbana, IL
(40.10749, -88.20618)"
1409006,09/02/2014,2014,9,2000 BLOCK,E Michigan Av,09/02/2014,Municipal Waste,Owner Abated,09/10/2014,Not Available,false,0,"2000 E Michigan Av
Urbana, IL
(40.10177, -88.18202)"
1605018,05/06/2016,2016,5,1000 BLOCK,S Lanore Dr,05/06/2016,Weeds/Grass,Owner Abated,05/14/2016,Not Available,false,0,"1000 S Lanore Dr
Urbana, IL
(40.10409, -88.1866)"
1704048,04/10/2017,2017,4,1400 BLOCK,S Wiley Dr,04/10/2017,Weeds/Grass,City Abated,04/10/2017,Not Available,false,0,"1400 S Wiley Dr
Urbana, IL
(40.10057, -88.19777)"
1109002,09/06/2011,2011,9,2700 BLOCK,Myra Ridge Dr,09/07/2011,Weeds/Grass,Owner Abated,09/15/2011,Not Available,false,0,"2700 Myra Ridge Dr
Urbana, IL
(40.08369, -88.18525)"
1705021,05/09/2017,2017,5,1400 BLOCK,E Briarcliff Dr,05/09/2017,Weeds/Grass,Owner Abated,05/17/2017,Not Available,false,0,"1400 E Briarcliff Dr
Urbana, IL
(40.10005, -88.19109)"
408051,08/18/2004,2004,8,700 BLOCK,W California Ave,,Municipal Waste,Owner Abated,,Not Available,false,0,"700 W California Ave
Urbana, IL
(40.1083, -88.21617)"
606002,06/01/2006,2006,6,1000 BLOCK,N Lincoln Ave,,Municipal Waste,City Abated,,Not Available,false,0,"1000 N Lincoln Ave
Urbana, IL
(40.12144, -88.21945)"
22-001393,05/23/2022,2022,5,800 Block,North Coler Avenue,05/23/2022,Weeds/Grass,Voluntarily Complied,05/31/2022,Phone,false,0,"800 North Coler Avenue
Urbana, IL
(40.1193, -88.21573)"
18-000580,05/29/2018,2018,5,1300 Block,S Broadway Avenue,05/29/2018,Weeds/Grass,Voluntarily Complied,06/06/2018,Email,false,0,"1300 S Broadway Avenue
Urbana, IL
(40.10184, -88.20717)"
23-001286,05/15/2023,2023,5,900 Block,South Wabash Avenue,05/15/2023,Weeds/Grass,Voluntarily Complied,05/23/2023,Phone,false,0,"900 South Wabash Avenue
Urbana, IL
(40.10554, -88.19661)"
708026,08/09/2007,2007,8,300 BLOCK,E Thompson St,08/09/2007,Municipal Waste,Owner Abated,08/17/2007,Not Available,false,0,"300 E Thompson St
Urbana, IL
(40.12594, -88.20518)"
305109,05/28/2003,2003,5,500 BLOCK,W Nevada Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"500 W Nevada Av
Urbana, IL
(40.10656, -88.21331)"
